Name,Unnamed: 0,20 Yard Shuttle,40 Yard Dash,60 Yard Shuttle,Arm Length,Bench Press,Broad Jump,College,Grade,Hands,Height,Position,Three Cone Drill,Vertical Jump,Weight,Wonderlic,Year,SnapsPlayed
Johnny Dingle,2197,0,4.95,,0,23,108,,0,0,74,DE,0,0,265,0,2008,
Johnny Holton,87,,4.54,,32.875,8,123,Cincinnati,4.85,9.875,73,WR,,31.5,190,,2016,
Johnny Jolly,2795,0,5.41,,0,0,104,Texas A&M,0,0,75,DT,0,0,317,0,2006,
Johnny Knox,1996,4.15,4.29,,31,0,122,Abilene Christian,0,9,73,WR,6.81,35,185,0,2009,
Johnny Manziel,515,4.03,4.68,,0,0,113,Texas A&M,5.9,0,72,QB,6.75,31.5,207,0,2014,438
Johnny Patrick,1455,4.16,4.59,,30,13,110,Louisville,0,8.25,71,CB,0,32,191,0,2011,474
Johnny Rutledge,4858,4.21,4.63,,0,18,115,Florida,0,0,74,ILB,0,33,245,0,1999,
Johnny Thomas,1221,4.25,4.63,,0,20,123,,0,0,70,SS,7.01,35,206,0,2012,
Johnny White,1539,4.31,4.5,,30,0,117,North Carolina,0,9.125,70,RB,0,32.5,209,0,2011,
Johnthan Banks,672,4.27,4.61,,33.875,10,125,Mississippi State,0,9.25,74,CB,6.97,34,185,0,2013,2371
Joique Bell,1576,4.17,4.68,,31.5,0,120,,0,9,71,RB,0,36.5,220,0,2010,1551
Jon Abbate,2405,4.33,5,,0,26,115,,0,0,70,ILB,0,38.5,231,0,2007,
Jon Alston,2682,4.13,4.5,,0,30,132,Stanford,0,0,73,OLB,0,40,223,0,2006,
Jon Amaya,1565,0,4.51,,31.25,8,118,,0,8.25,73,FS,0,28,203,0,2010,
Jon Baldwin,1271,4.34,4.49,,33.53,20,129,,0,10.125,76,WR,7.07,42,228,0,2011,
Jon Beason,2425,0,4.72,,0,19,111,Miami (FL),0,0,73,OLB,0,0,237,0,2007,1364
Jon Bradley,3263,4.85,5.09,,0,19,104,,0,0,73,DT,0,26.5,306,0,2004,
Jon Colon,3017,4.89,5.64,,0,0,85,,0,0,79,OT,0,25.5,317,0,2005,
Jon Cooper,1905,4.6,5.09,,0,31,105,,0,0,74,OC,0,29.5,291,0,2009,
Jon Cornish,2460,0,4.62,,0,0,118,,0,0,73,RB,0,34,206,0,2007,
Jon Dunn,3037,0,5.4,,0,0,0,Virginia Tech,0,0,79,OT,0,0,328,0,2005,
Jon Feliciano,102,4.74,5.33,,0,0,97,Miami,4.8,0,76,OG,0,26.5,323,0,2015,
Jon Halapio,441,4.83,5.34,,0,0,100,Florida,5,0,75,OG,8.26,21.5,323,0,2014,
Jon Jansen,4732,4.61,5.3,,0,22,100,Michigan,0,0,79,OT,0,27,305,0,1999,
Jon McGraw,3944,3.92,4.5,,0,13,126,Kansas State,0,0,75,SS,0,39.5,208,0,2002,
Jon Stinchcomb,3731,4.62,4.99,,0,32,115,Georgia,0,0,77,OT,0,35,302,0,2003,
Jon Toth,152,4.84,5.51,,33.625,21,100,Kentucky,5.35,10,77,C,8.09,25.5,307,,2017,
Jonas Crafts,3022,0,4.89,,0,24,0,,0,0,75,TE,0,0,247,0,2005,
Jonas Gray,1042,0,0,,31.375,20,0,,0,10,70,RB,0,0,223,0,2012,
Jonas Jennings,4165,4.93,5.31,,0,31,107,Georgia,0,0,76,OT,0,29.5,334,0,2001,
Jonas Mouton,1443,4.34,4.84,,31.5,0,115,Michigan,0,9.75,73,OLB,0,31.5,239,0,2011,
Jonathan Adams,3776,4.31,4.58,,0,15,120,,0,0,73,RB,0,36.5,219,0,2002,
Jonathan Allen,174,4.5,5,,33.625,21,108,Alabama,6.81,9.375,75,DE,7.49,30,286,,2017,
Jonathan Babineaux,2967,4.62,4.87,,0,21,109,Iowa,0,0,74,DT,0,29.5,286,0,2005,
Jonathan Beasley,4060,4.38,4.85,,0,0,102,,0,0,73,QB,0,29.5,227,20,2001,
Jonathan Bostic,686,4.24,4.61,,33,22,118,Florida,0,9.625,73,ILB,6.99,32.5,245,0,2013,
Jonathan Brown,360,4.56,5.03,,0,16,108,Illinois,5.2,0,72,OLB,7.77,31,238,0,2014,
Jonathan Bullard,169,4.56,4.93,,33.625,23,116,Florida,6.08,10,75,DT,7.31,32,285,,2016,
Jonathan Carter,4086,4.25,4.35,,0,0,134,Troy,0,0,73,WR,7.28,42.5,180,0,2001,
Jonathan Casillas,1896,0,4.5,,0,24,0,,0,0,73,OLB,0,0,228,0,2009,2188
Jonathan Clinkscale,3011,0,5.51,,0,0,99,,0,0,74,OG,0,27.5,315,0,2005,
Jonathan Cooper,702,4.84,5.07,,33,35,108,North Carolina,0,10.25,74,OG,7.78,27,311,0,2013,
Jonathan Dowling,395,4.24,4.52,,0,8,118,Western Kentucky,5.2,0,75,SS,7.04,33.5,190,0,2014,
Jonathan Dwyer,1639,4.67,4.64,,31,15,107,Georgia Tech,0,8.625,71,RB,0,33,229,17,2010,427
Jonathan Goff,2225,4.26,4.63,,0,28,118,Vanderbilt,0,0,74,ILB,0,31.5,245,0,2008,
Jonathan Goodwin,3873,0,5.13,,0,0,0,Michigan,0,0,75,OG,0,0,318,0,2002,
Jonathan Gray,4401,0,5.85,,0,20,94,,0,0,76,OT,0,23,338,0,2000,
Jonathan Harrell,3340,0,4.73,,0,27,0,,0,0,74,OLB,0,0,245,0,2004,
Jonathan Hefney,2248,4.44,4.52,,0,14,117,,0,0,68,FS,0,29,190,0,2008,
Jonathan Jones,284,4.25,4.33,,30.25,19,123,Auburn,5.21,8.75,69,CB,7.25,36,186,,2016,727
Jonathan Lewis,2813,4.43,4.97,,0,24,111,Virginia Tech,0,0,73,DT,0,33.5,309,0,2006,
Jonathan Luigs,2008,4.79,5.14,,0,26,99,Arkansas,0,0,76,OC,0,31,301,0,2009,
Jonathan Martin,1123,0,0,,34,0,0,Stanford,0,9.875,77,OT,0,0,312,0,2012,
Jonathan Massaquoi,1127,4.53,4.89,,0,20,120,Troy,0,0,74,OLB,7.38,33,264,0,2012,854
Jonathan McCall,4781,4.38,4.91,,0,19,113,,0,0,74,DE,0,31,273,0,1999,
Jonathan Newsome,546,0,4.73,,0,21,117,Ball St.,5.2,0,75,DE,7.31,34,247,0,2014,738
Jonathan Orr,2864,4.16,4.44,,34,0,119,Wisconsin,0,9.625,74,WR,7.31,35.5,198,0,2006,
Jonathan Pollard,3168,4.08,4.68,,0,21,116,,0,0,73,OLB,0,35,247,0,2005,
Jonathan Scott,2894,4.87,5.32,,0,0,101,Texas,0,0,79,OT,0,24.5,315,0,2006,
Jonathan Stewart,886,4.53,4.68,,32.625,19,118,,0,9.375,76,ILB,7.44,31,242,0,2013,2438
Jonathan Stewart,2369,0,4.46,,0,28,128,Oregon,0,0,70,RB,0,36.5,235,0,2008,2438
Jonathan Wade,2653,4.4,4.36,,0,0,126,Tennessee,0,0,70,CB,0,40.5,195,0,2007,
Jonathan Welsh,3228,4.22,4.61,,0,19,130,Wisconsin,0,0,75,OLB,0,40.5,245,0,2005,
Jonathan Wilhite,2393,0,4.38,,0,20,119,Auburn,0,0,70,CB,0,33.5,185,0,2008,
Jonathan Williams,25,,,,31.625,16,,Arkansas,5.57,10,71,RB,,,220,,2016,
Jonathan Zenon,2403,0,4.48,,0,0,0,,0,0,73,CB,0,33,191,0,2008,
Jonnu Smith,115,4.18,4.62,11.57,32.875,22,127,FIU,5.46,9.25,75,TE,,38,248,,2017,
Jonny Harline,2496,4.68,4.84,,0,15,106,,0,0,76,TE,0,28.5,248,0,2007,
Jonotthan Harrison,443,4.86,5.15,,0,27,113,Florida,5.2,0,75,C,7.97,27,304,0,2014,
Jordan Beck,2973,4.12,4.6,,0,25,128,Cal Poly,0,0,75,OLB,0,41,233,0,2005,
Jordan Black,3533,4.5,5.18,,0,0,106,Notre Dame,0,0,78,OT,0,30,314,0,2003,
Jordan Cameron,1295,4.03,4.53,,33.5,23,119,USC,0,9.75,77,TE,0,37.5,254,0,2011,
Jordan Carstens,3274,4.8,5,,0,28,106,,0,0,78,DT,0,28.5,305,0,2004,
Jordan Devey,709,4.77,5.25,,32.75,21,98,,0,9.625,79,OT,7.91,24,317,0,2013,
Jordan Gross,3593,4.39,5.05,,0,28,112,Utah,0,0,77,OT,0,31.5,300,0,2003,
Jordan Hicks,154,4.15,4.68,,0,20,124,Texas,5.4,0,73,OLB,6.78,38,236,0,2015,2077
Jordan Hill,757,4.51,5.23,,33.5,28,103,Penn State,0,10.25,73,DT,7.49,22.5,303,0,2013,
Jordan Howard,19,,,,32.25,16,122,Indiana,6.16,9,72,RB,,34,230,,2016,1445
Jordan Jefferson,1082,4.06,4.65,,33,14,116,,0,10.25,75,QB,6.81,36.5,223,0,2012,
Jordan Jenkins,242,,4.8,,34.25,16,121,Georgia,5.91,11.25,75,OLB,,36.5,259,,2016,1507
Jordan Leggett,114,4.33,,12.06,33.5,18,114,Clemson,5.58,10.375,77,TE,7.12,33,258,,2017,
Jordan Lomax,317,4.15,4.75,,32,8,120,Iowa,4.99,8.75,70,FS,7.18,36,202,,2016,
Jordan Lucas,308,,,,30.125,,,Penn State,5.11,10,72,SS,,,201,,2016,135
Jordan Lynch,511,4.2,4.76,,0,0,109,Northern Illinois,5,0,72,QB,6.55,29.5,217,0,2014,
Jordan Matthews,523,4.18,4.46,,0,21,120,Vanderbilt,5.6,0,75,WR,6.95,35.5,212,0,2014,3165
Jordan Mills,830,4.88,5.37,,34,20,101,Louisiana Tech,0,9.75,77,OT,8.1,28.5,316,0,2013,
Jordan Morgan,150,4.73,5.36,,34.625,21,102,Kutztown,5.39,10,75,G,8.13,27,309,,2017,
Jordan Najvar,545,4.47,4.93,,0,18,112,Baylor,4.8,0,78,TE,7.14,32.5,256,0,2014,
Jordan Palmer,2579,4.58,4.98,,0,0,104,UTEP,0,0,78,QB,0,30.5,231,23,2007,
Jordan Payton,79,4.33,4.47,,32.5,,121,UCLA,5.08,10.125,73,WR,7.08,34.5,207,,2016,
Jordan Phillips,237,4.68,5.17,,0,28,105,Oklahoma,6.2,0,77,NT,7.88,30,329,0,2015,
Jordan Poyer,849,4.18,4.54,,31.75,8,118,Oregon State,0,9.75,72,CB,6.87,30.5,191,0,2013,2210
Jordan Reed,856,0,4.72,,33,16,0,Florida,0,10,74,TE,0,0,236,0,2013,
Jordan Richards,249,4.22,4.65,,0,13,111,Stanford,5.2,0,71,SS,6.74,32,211,0,2015,209
Jordan Shipley,1787,0,4.6,,30.5,16,116,Texas,0,9.625,71,WR,0,36.5,193,0,2010,253
Jordan Todman,1527,4.18,4.4,,32,25,126,Connecticut,0,9.375,69,RB,0,38,203,0,2011,
Jordan Tripp,624,3.96,4.67,,0,22,120,Montana,5.1,0,75,OLB,6.89,37.5,234,0,2014,
Jordan White,1242,4.13,4.69,,31.5,14,119,Western Michigan,0,9.25,72,WR,6.84,35,208,0,2012,
Jordan Willis,192,4.28,4.53,,33.5,24,125,Kansas State,5.62,9.875,76,DE,6.85,39,255,,2017,
Jordan Zumwalt,656,4.25,4.76,,0,0,116,UCLA,5.3,0,76,ILB,6.99,33,235,0,2014,
Jordon Dizon,2199,4.35,4.71,,0,0,118,Colorado,0,0,73,OLB,0,30.5,229,0,2008,
Jordy Nelson,2316,4.35,4.51,,32.5,0,123,Kansas State,0,10,75,WR,7.03,31,217,0,2008,4823
Jorge Cordova,3293,4.17,4.68,,0,22,0,Nevada,0,0,74,ILB,0,35.5,237,0,2004,
Jose Valdez,2109,4.93,5.23,,0,15,100,,0,0,77,OT,0,29.5,315,0,2009,
Joseph Addai,2679,4.48,4.4,,0,18,125,LSU,0,0,71,RB,0,38.5,214,0,2006,
Joseph Barksdale,1273,4.75,5.31,,36,29,103,,0,10,77,OT,0,29,325,0,2011,
Joseph Cheek,131,,,,32.75,20,,Texas A&M,5,9.25,78,OG,,,295,,2016,
Joseph Fauria,719,4.53,4.72,,33.75,17,120,,0,10.875,79,TE,7.49,35.5,259,0,2013,
Joseph Hayes,3345,5.18,5.67,,0,18,94,,0,0,77,OG,0,23,311,0,2004,
Joseph Jefferson,3911,4.01,4.39,,0,8,121,Western Kentucky,0,0,73,CB,0,39.5,205,0,2002,
Joseph Randle,854,0,4.63,,31.75,0,123,Oklahoma State,0,8.75,72,RB,0,35,204,0,2013,145
Josh Barrett,2148,4.27,4.34,,0,17,121,Arizona State,0,0,74,SS,0,31.5,223,0,2008,
Josh Beekman,2427,4.81,5.36,,0,24,93,Boston College,0,0,74,OG,0,25.5,313,0,2007,
Josh Blankenship,3534,4.42,5.16,,0,0,103,,0,0,74,QB,0,28.5,211,24,2003,
Josh Booty,4071,4.48,4.9,,0,0,105,LSU,0,0,75,QB,0,29.5,221,27,2001,
Josh Boyce,687,4.1,4.38,,31.25,22,131,TCU,0,9.25,71,WR,6.68,34,206,0,2013,
Josh Boyd,688,4.64,5.14,,32,32,104,Mississippi State,0,9.25,75,DT,7.16,26.5,310,0,2013,
Josh Buhl,3268,4.33,4.73,,0,0,114,,0,0,71,OLB,0,29,204,0,2004,
Josh Bullocks,2999,4.09,4.46,,0,0,118,Nebraska,0,0,73,FS,0,37.5,209,0,2005,
Josh Carraway,215,4.44,4.74,11.71,34.25,25,120,TCU,5.37,9.25,75,DE,7.2,29.5,242,,2017,
Josh Chapman,988,0,0,,0,0,0,Alabama,0,0,73,DT,0,0,316,0,2012,
Josh Cooper,996,4.35,4.65,,31,11,115,,0,9.5,71,WR,7.12,31.5,190,0,2012,101
Josh Davis,1321,5.07,5.5,,36,0,91,,0,11,79,OT,0,24,313,0,2011,
Josh Davis,3031,4.24,4.52,,0,0,118,,0,0,73,WR,0,37.5,191,0,2005,
Josh Davis,3302,4.1,4.54,,0,13,112,,0,0,71,RB,0,33.5,200,0,2004,
Josh Doctson,53,4.08,4.5,11.06,31.875,14,131,TCU,5.83,9.875,74,WR,6.84,41,202,,2016,1003
Josh Evans,717,4.1,4.58,,31.875,0,123,,0,10,73,FS,6.64,34.5,207,0,2013,2266
Josh Ferguson,29,,4.48,,30,21,120,Illinois,5.34,9,69,RB,,34.5,198,,2016,
Josh Forrest,230,,4.91,,33.5,11,118,Kentucky,5.28,9.5,75,ILB,,30.5,249,,2016,
Josh Freeman,1938,4.43,4.9,,0,0,119,Kansas State,0,0,78,QB,7.11,33.5,248,27,2009,1358
Josh Gattis,2486,4.27,4.51,,0,22,121,Wake Forest,0,0,73,FS,0,34.5,206,0,2007,
Josh Haldi,3073,4.07,4.64,,0,0,113,,0,0,74,QB,0,33,215,30,2005,
Josh Harper,143,4.36,4.64,,0,13,108,Fresno St.,5.4,0,73,WR,7.15,32,191,0,2015,
Josh Harris,3342,0,4.84,,0,0,0,Bowling Green,0,0,73,QB,0,31,234,25,2004,
Josh Harvey-Clemons,285,,,,35.375,12,121,Louisville,5.64,10.375,76,S,,31.5,217,,2017,
Josh Heupel,4146,4.15,4.85,,0,0,114,Oklahoma,0,0,74,QB,0,37.5,215,30,2001,
Josh Huff,456,0,4.51,,0,14,116,Oregon,5.3,0,71,WR,0,35.5,206,0,2014,536
Josh Hull,1677,4.07,4.93,,32.75,25,115,Penn State,0,9,75,ILB,0,32.5,237,0,2010,
Josh Johnson,2270,4.42,4.53,,0,0,110,San Diego,0,0,75,QB,0,33.5,213,24,2008,
Josh Jones,267,,4.41,,32,20,132,NC State,5.88,9.375,73,S,,37.5,220,,2017,735
Josh Kaddu,1099,0,0,,0,20,119,Oregon,0,0,75,OLB,0,34,239,0,2012,
Josh Kobdish,4761,4.83,5.43,,0,21,98,,0,0,78,OT,0,24,301,0,1999,
Josh Lambo,184,0,0,,0,0,0,Texas A&M,0,0,72,K,0,0,216,0,2015,
Josh Lay,2810,0,4.48,,0,16,120,Pittsburgh,0,0,73,CB,0,40.5,197,0,2006,
Josh LeRibeus,1110,4.65,5.37,,0,29,96,Southern Methodist,0,0,75,OG,7.64,26,312,0,2012,
Josh Malone,103,4.19,4.4,11.77,31.375,10,121,Tennessee,,9.625,75,WR,7.05,30.5,208,,2017,249
Josh Mauro,524,0,5.21,,0,21,116,Stanford,5.2,0,78,DE,7.43,32,271,0,2014,
Josh McCown,3941,3.9,4.59,,0,0,120,Sam Houston State,0,0,76,QB,0,38.5,223,30,2002,2649
Josh Norman,1155,4.23,4.66,,32.75,14,124,Coastal Carolina,0,9.25,72,CB,7.09,33,197,0,2012,4732
Josh Norman,3964,0,4.65,,0,18,115,,0,0,74,TE,0,32,236,0,2002,4732
Josh Oglesby,1156,0,5.8,,0,22,0,,0,0,79,OT,0,28,338,0,2012,
Josh Parrish,3408,4.63,5.41,,0,20,104,,0,0,78,OT,0,28,337,0,2004,
Josh Portis,1464,4.12,4.59,,34.125,0,126,,0,9.375,75,QB,0,40,211,0,2011,
Josh Reynolds,58,4.13,4.52,11.32,31.5,,124,Texas A&M,5.71,9.375,75,WR,6.83,37,194,,2017,
Josh Robinson,254,0,4.7,,0,21,113,Mississippi St.,5.2,0,68,RB,0,32,217,0,2015,1961
Josh Robinson,1193,3.97,4.33,,31.25,17,133,UCF,0,9.25,70,CB,6.55,38,199,0,2012,1961
Josh Scobey,3993,3.93,4.42,,0,21,124,Kansas State,0,0,73,RB,0,40.5,218,0,2002,
Josh Sewell,3446,4.26,5.06,,0,30,99,Nebraska,0,0,74,OC,0,30,301,0,2004,
Josh Shaw,266,4.12,4.44,,0,26,130,USC,5.4,0,72,CB,7.01,37.5,201,0,2015,1194
Josh Shaw,3996,0,5.08,,0,22,0,Michigan State,0,0,75,DT,0,0,279,0,2002,1194
Josh Stewart,607,4.33,4.69,,0,11,117,Oklahoma St.,5.1,0,70,WR,7.1,35,178,0,2014,
Josh Swogger,2637,4.76,5.12,,0,0,107,,0,0,77,QB,0,28.5,237,0,2007,
Josh Thomas,1522,4.15,4.46,,31.625,13,126,,0,9.125,70,CB,0,38.5,191,0,2011,784
Josh Thornhill,4020,4.19,4.69,,0,27,121,,0,0,74,ILB,0,36.5,243,0,2002,
Josh Williams,4563,4.25,4.9,,0,0,111,Michigan,0,0,76,DT,0,30.5,282,0,2000,
Josh Wilson,2666,4.43,4.39,,0,0,120,Maryland,0,0,69,CB,0,36.5,189,0,2007,2721
Josh Woodrum,17,,4.8,,31.875,,117,Liberty,4.8,9.25,75,QB,6.74,31,231,,2016,
Joshua Dobbs,7,4.31,4.64,,32.625,,122,Tennessee,5.15,9.25,75,QB,6.75,33,216,,2017,
Joshua Garnett,115,4.64,5.32,,33.875,30,99,Stanford,5.89,10.125,76,OG,7.62,,312,,2016,
Joshua Moore,1739,4.07,4.5,,31.75,2,122,Kansas State,0,9.125,71,CB,0,36.5,188,0,2010,
Joshua Perry,228,,4.68,,33.875,20,124,Ohio State,5.36,10.25,76,ILB,,33.5,254,,2016,
Josue Matias,203,5.12,5.52,,0,0,84,Florida St.,5.5,0,77,OG,8.19,17.5,309,0,2015,
Jourdan Lewis,278,,4.54,,31.625,15,121,Michigan,5.78,9.25,70,CB,,34.5,188,,2017,748
Jovan Haye,3081,4.38,4.74,,0,33,110,Vanderbilt,0,0,74,DE,0,34,284,0,2005,
Jovon Bouknight,2702,4.05,4.71,,0,0,120,,0,0,74,WR,0,34,195,0,2006,
JuJu Smith-Schuster,51,,4.54,,32.875,15,120,USC,5.85,10.5,73,WR,,32.5,215,,2017,
Juan Garcia,1941,4.87,5.42,,0,34,93,,0,0,74,OG,0,25,307,0,2009,
Juaquin Iglesias,1970,4.4,4.44,,31,0,116,Oklahoma,0,9.5,73,WR,0,34.5,210,0,2009,
Julian Jenkins,2789,4.24,5.03,,0,25,110,Stanford,0,0,76,DE,0,34.5,277,0,2006,
Julian Vandervelde,1533,4.59,5.12,,32.75,23,104,Iowa,0,9.625,74,OG,0,31,301,0,2011,
Julian Wilson,315,4.22,4.58,,0,0,125,Oklahoma,4.6,0,74,CB,6.94,36,205,0,2015,
Julie'n Davenport,157,4.69,5.45,,36.5,18,106,Bucknell,5.26,10.5,79,OT,7.57,27,318,,2017,
Julio Jones,1395,4.25,4.34,,33.75,17,135,Alabama,0,9.75,75,WR,6.66,38.5,220,0,2011,4721
Julius Jones,3361,4.16,4.47,,0,0,121,Notre Dame,0,0,70,RB,0,37.5,214,0,2004,
Julius Thomas,1523,4.31,4.64,,33,16,111,Portland State,0,10.25,77,TE,0,35.5,246,0,2011,
Julius Wilson,2667,5,5.43,,0,0,103,,0,0,77,OT,0,27,327,0,2007,
Junior Galette,1647,4.16,4.77,,33,25,113,,0,9,74,OLB,7.04,33.5,257,0,2010,2340
Junior Hemingway,1060,3.98,4.53,,32.5,21,124,Michigan,0,9.625,73,WR,6.59,35,225,0,2012,
Junior Siavii,3449,4.84,5.16,,0,31,93,Oregon,0,0,77,DT,0,24.5,344,0,2004,
Junius Coston,3021,4.64,5.31,,0,21,102,North Carolina A&T,0,0,76,OC,0,29.5,310,0,2005,
Juron Criner,1006,4.3,4.68,,32,17,117,Arizona,0,10.5,74,WR,7.15,38,224,0,2012,63
Jurrell Casey,1304,4.78,5.04,,32,26,101,USC,0,8.875,73,DT,0,27.5,300,0,2011,
Justice Cunningham,703,4.45,4.94,,33.875,0,116,South Carolina,0,10,75,TE,7.12,31.5,258,0,2013,
Justin Anderson,952,4.99,5.31,,0,32,101,Georgia,0,0,76,OT,8.04,27,335,0,2012,
Justin Bannan,3790,4.24,5,,0,24,99,Colorado,0,0,75,DT,0,29,300,0,2002,
Justin Bates,3527,0,5.38,,0,18,0,Colorado,0,0,76,OG,0,0,300,0,2003,
Justin Beriault,2976,3.84,4.52,,0,14,132,Ball State,0,0,75,FS,0,39.5,204,0,2005,
Justin Bethel,965,4.3,4.58,,0,19,131,Presbyterian,0,0,71,CB,6.79,39,200,0,2012,896
Justin Blackmon,966,0,4.46,,32.5,14,123,Oklahoma State,0,9.25,73,WR,0,35,207,0,2012,1212
Justin Blalock,2433,4.72,5.1,,0,40,101,Texas,0,0,75,OG,0,28.5,320,0,2007,
Justin Boren,1281,4.75,5.4,,32,28,0,,0,9.5,75,OG,0,0,309,0,2011,
Justin Britt,355,4.69,5.19,,0,23,100,Missouri,5.2,0,78,OT,8.14,27.5,325,0,2014,
Justin Burroughs,4608,4.23,4.86,,0,23,114,,0,0,76,OC,0,33,288,0,1999,
Justin Cole,1615,4.42,4.76,,33.625,22,117,,0,9.875,75,OLB,0,34.5,242,0,2010,
Justin Coleman,54,3.98,4.53,,0,20,124,Tennessee,5.2,0,71,CB,6.61,37.5,185,0,2015,1436
Justin Coleman,4093,4.62,5.22,,0,0,101,,0,0,77,QB,0,29.5,238,31,2001,1436
Justin Cox,63,4.07,4.36,,0,15,129,Mississippi St.,4.9,0,73,FS,7.05,38,191,0,2015,
Justin Davis,40,,,,31,21,,USC,5.08,9.625,73,RB,,,208,,2017,
Justin Durant,2473,4.09,4.51,,0,25,121,Hampton,0,0,73,ILB,0,36,230,0,2007,2272
Justin Ellis,404,0,5.27,,0,25,92,Louisiana Tech,4.8,0,73,DT,7.81,28,334,0,2014,
Justin Ena,3850,4.11,4.71,,0,20,116,,0,0,75,ILB,0,34,247,0,2002,
Justin Ernest,4663,4.24,4.79,,0,51,113,,0,0,75,DT,0,31,281,0,1999,
Justin Evans,273,,,,32,14,,Texas A&M,5.82,9.75,72,S,,,199,,2017,1052
Justin Fargas,3573,0,4.35,,0,27,137,USC,0,0,73,RB,0,0,219,0,2003,
Justin Francis,1029,4.35,0,,33.875,23,109,,0,10.125,74,DE,7.05,32,268,0,2012,
Justin Fuente,4389,4.42,5.22,,0,0,100,,0,0,74,QB,0,27.5,225,33,2000,
Justin Geisinger,3058,4.62,5.38,,0,34,95,Vanderbilt,0,0,76,OT,0,25,322,0,2005,
Justin Gilbert,432,0,4.37,,0,20,126,Oklahoma St.,6.3,0,72,CB,6.92,35.5,202,0,2014,363
Justin Glasgow,4689,4.59,5.35,,0,35,95,,0,0,77,OG,0,24,328,0,1999,
Justin Green,3066,4.22,4.84,,0,23,109,Montana,0,0,73,FB,0,31,242,0,2005,
Justin Griffith,3591,4.68,4.59,,0,29,113,Mississippi State,0,0,71,FB,0,32,232,0,2003,
Justin Hardy,141,4.21,4.56,,0,11,114,East Carolina,5.4,0,70,WR,6.63,36.5,192,0,2015,719
Justin Harper,2239,4.43,4.56,,0,0,120,Virginia Tech,0,0,76,WR,0,28.5,213,0,2008,
Justin Harrell,2497,4.79,5.04,,0,24,108,Tennessee,0,0,77,DT,0,30.5,300,0,2007,
Justin Hickman,2506,4.43,4.75,,0,23,115,,0,0,74,OLB,0,29.5,254,0,2007,
Justin Houston,1376,4.37,4.62,,34.5,30,125,Georgia,0,10.875,75,OLB,0,36.5,270,0,2011,4866
Justin Hunter,765,4.33,4.44,,33.25,0,136,Tennessee,0,9.375,76,WR,0,39.5,196,0,2013,1676
Justin Jenkins,3353,4.16,4.6,,0,0,123,,0,0,73,WR,0,35,210,0,2004,
Justin King,2283,4.31,4.31,,0,14,127,Penn State,0,0,71,CB,0,34,192,0,2008,69
Justin Kurpeikis,4179,4.1,4.97,,0,22,118,,0,0,76,DE,0,31.5,252,0,2001,
Justin Manton,198,0,0,,0,0,0,Louisiana-Monroe,4.8,0,75,K,0,0,196,0,2015,
Justin McCareins,4193,3.99,4.51,,0,0,129,Northern Illinois,0,0,74,WR,0,41,209,0,2001,
Justin McKinney,2304,0,4.53,,0,11,109,,0,0,70,CB,0,29.5,188,0,2008,
Justin Miller,3140,0,4.42,,0,15,128,Clemson,0,0,70,CB,0,41.5,201,0,2005,
Justin Peelle,3972,4.29,4.75,,0,21,110,Oregon,0,0,77,TE,0,29,255,0,2002,
Justin Pugh,851,4.63,5.14,,32,0,103,Syracuse,0,10.25,76,OT,7.45,28.5,307,0,2013,
Justin Rogers,1477,4.2,4.45,,31.375,14,114,Richmond,0,8.25,71,CB,0,33,180,0,2011,887
Justin Sands,3708,0,5.05,,0,31,105,,0,0,79,OG,0,32,324,0,2003,
Justin Senior,158,5.06,5.55,,34,,98,Mississippi State,5.21,10.25,77,OT,8.19,23,331,,2017,
Justin Simmons,314,3.85,4.61,10.84,32.625,16,126,Boston College,5.36,9.625,74,FS,6.58,40,202,,2016,1507
Justin Smiley,3451,4.5,5.07,,0,19,111,Alabama,0,0,75,OG,0,32,302,0,2004,
Justin Smith,4255,0,4.64,,0,26,117,Missouri,0,0,76,DE,0,34,267,0,2001,
Justin Swift,4894,4.15,4.81,,0,17,111,Kansas State,0,0,76,TE,0,33,258,0,1999,
Justin Tryon,2385,4.28,4.42,,0,21,119,Arizona State,0,0,69,CB,0,32.5,190,0,2008,
Justin Vogel,322,,4.7,,32.5,,,Miami,4.99,9,76,P,,34,219,,2017,
Justin Warren,2656,0,4.85,,0,16,115,,0,0,75,ILB,0,29.5,245,0,2007,
Justin Woodall,1843,4.17,4.64,,32.5,13,118,,0,9.5,73,SS,0,34,223,0,2010,
Juston Burris,275,4.4,4.53,11.65,31.5,19,122,North Carolina State,5.42,8.875,72,CB,7.1,36.5,212,,2016,336
Juston Wood,3770,4.16,4.78,,0,0,113,,0,0,73,QB,0,32.5,207,30,2003,
Juwan Simpson,2618,4.42,4.55,,0,15,123,,0,0,75,OLB,0,34.5,225,0,2007,
KJ Dillon,301,,4.53,,31.625,11,121,West Virginia,5.24,9.625,72,S,,,210,,2016,
KJ Wright,1555,4.46,4.75,,34.875,20,120,Mississippi State,0,9,75,OLB,0,32,246,0,2011,
KD Cannon,77,,4.41,,30.75,13,119,Baylor,5.3,8.875,71,WR,,37,182,,2017,
Ka'Deem Carey,368,4.38,4.7,,0,19,115,Arizona,5.8,0,69,RB,7.08,32.5,207,0,2014,
Ka'imi Fairbairn,320,,,,31.25,,,UCLA,5.4,9.25,71,K,,,183,,2016,
